buyer,industry_buy,m_cp
SVK,"Pulp, paper, paper products, printing, and publishing",1
SVK,"Coke, refined petroleum, and nuclear fuel",1
SVK,Chemicals and chemical products,0
SVN,"Agriculture, hunting, forestry, and fishing",0
SVN,Rubber and plastics,1
SVN,Other nonmetallic minerals,0
SVN,Basic metals and fabricated metal,1
SVN,"Machinery, nec",1
SVN,Electrical and optical equipment,1
SVN,Transport equipment,0
SVN,"Manufacturing, nec; recycling",1
SVN,"Electricity, gas, and water supply",0
SVN,Construction,1
SVN,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
SVN,Mining and quarrying,0
SVN,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
SVN,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
SVN,Hotels and restaurants,0
SVN,Inland transport,1
SVN,Water transport,0
SVN,Air transport,0
SVN,Other supporting and auxiliary transport activities; activities of travel agencies,1
SVN,Post and telecommunications,0
SVN,Financial intermediation,0
SVN,Real estate activities,0
SVN,"Food, beverages, and tobacco",0
SVN,Renting of M&Eq and other business activities,1
SVN,Public administration and defense; compulsory social security,0
SVN,Education,1
SVN,Health and social work,0
SVN,"Other community, social, and personal services (creative industry)",1
SVN,Private households with employed persons,0
SVN,Textiles and textile products,0
SVN,"Leather, leather products, and footwear",0
SVN,Wood and products of wood and cork,1
SVN,"Pulp, paper, paper products, printing, and publishing",1
SVN,"Coke, refined petroleum, and nuclear fuel",0
SVN,Chemicals and chemical products,1
SWE,"Agriculture, hunting, forestry, and fishing",0
SWE,Rubber and plastics,0
SWE,Other nonmetallic minerals,0
SWE,Basic metals and fabricated metal,0
SWE,"Machinery, nec",1
SWE,Electrical and optical equipment,0
SWE,Transport equipment,1
SWE,"Manufacturing, nec; recycling",0
SWE,"Electricity, gas, and water supply",0
SWE,Construction,0
SWE,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
SWE,Mining and quarrying,0
SWE,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
SWE,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
SWE,Hotels and restaurants,0
SWE,Inland transport,0
SWE,Water transport,0
SWE,Air transport,0
SWE,Other supporting and auxiliary transport activities; activities of travel agencies,1
SWE,Post and telecommunications,0
SWE,Financial intermediation,0
SWE,Real estate activities,1
SWE,"Food, beverages, and tobacco",0
SWE,Renting of M&Eq and other business activities,1
SWE,Public administration and defense; compulsory social security,0
SWE,Education,1
SWE,Health and social work,1
SWE,"Other community, social, and personal services (creative industry)",1
SWE,Private households with employed persons,0
SWE,Textiles and textile products,0
SWE,"Leather, leather products, and footwear",0
SWE,Wood and products of wood and cork,1
SWE,"Pulp, paper, paper products, printing, and publishing",1
SWE,"Coke, refined petroleum, and nuclear fuel",1
SWE,Chemicals and chemical products,1
SWI,"Agriculture, hunting, forestry, and fishing",0
SWI,Rubber and plastics,0
SWI,Other nonmetallic minerals,0
SWI,Basic metals and fabricated metal,0
SWI,"Machinery, nec",0
SWI,Electrical and optical equipment,1
SWI,Transport equipment,0
SWI,"Manufacturing, nec; recycling",0
SWI,"Electricity, gas, and water supply",1
SWI,Construction,0
SWI,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
SWI,Mining and quarrying,0
SWI,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
SWI,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
SWI,Hotels and restaurants,0
SWI,Inland transport,0
SWI,Water transport,0
SWI,Air transport,0
SWI,Other supporting and auxiliary transport activities; activities of travel agencies,1
SWI,Post and telecommunications,0
SWI,Financial intermediation,1
SWI,Real estate activities,0
SWI,"Food, beverages, and tobacco",0
SWI,Renting of M&Eq and other business activities,1
SWI,Public administration and defense; compulsory social security,1
SWI,Education,0
SWI,Health and social work,1
SWI,"Other community, social, and personal services (creative industry)",1
SWI,Private households with employed persons,1
SWI,Textiles and textile products,0
SWI,"Leather, leather products, and footwear",0
SWI,Wood and products of wood and cork,1
SWI,"Pulp, paper, paper products, printing, and publishing",0
SWI,"Coke, refined petroleum, and nuclear fuel",0
SWI,Chemicals and chemical products,1
TAJ,"Agriculture, hunting, forestry, and fishing",1
TAJ,Rubber and plastics,0
TAJ,Other nonmetallic minerals,1
TAJ,Basic metals and fabricated metal,1
TAJ,"Machinery, nec",0
TAJ,Electrical and optical equipment,0
TAJ,Transport equipment,0
TAJ,"Manufacturing, nec; recycling",0
TAJ,"Electricity, gas, and water supply",0
TAJ,Construction,1
TAJ,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
TAJ,Mining and quarrying,1
TAJ,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
TAJ,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
TAJ,Hotels and restaurants,1
TAJ,Inland transport,1
TAJ,Water transport,0
TAJ,Air transport,1
TAJ,Other supporting and auxiliary transport activities; activities of travel agencies,0
TAJ,Post and telecommunications,1
TAJ,Financial intermediation,0
TAJ,Real estate activities,0
TAJ,"Food, beverages, and tobacco",1
TAJ,Renting of M&Eq and other business activities,0
TAJ,Public administration and defense; compulsory social security,0
TAJ,Education,1
TAJ,Health and social work,0
TAJ,"Other community, social, and personal services (creative industry)",0
TAJ,Private households with employed persons,1
TAJ,Textiles and textile products,1
TAJ,"Leather, leather products, and footwear",0
TAJ,Wood and products of wood and cork,0
TAJ,"Pulp, paper, paper products, printing, and publishing",0
TAJ,"Coke, refined petroleum, and nuclear fuel",0
TAJ,Chemicals and chemical products,0
TAP,"Agriculture, hunting, forestry, and fishing",0
TAP,Rubber and plastics,1
TAP,Other nonmetallic minerals,0
TAP,Basic metals and fabricated metal,1
TAP,"Machinery, nec",1
TAP,Electrical and optical equipment,1
TAP,Transport equipment,0
TAP,"Manufacturing, nec; recycling",0
TAP,"Electricity, gas, and water supply",0
TAP,Construction,0
TAP,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
TAP,Mining and quarrying,0
TAP,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
TAP,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
TAP,Hotels and restaurants,1
TAP,Inland transport,0
TAP,Water transport,1
TAP,Air transport,1
TAP,Other supporting and auxiliary transport activities; activities of travel agencies,0
TAP,Post and telecommunications,0
TAP,Financial intermediation,0
TAP,Real estate activities,0
TAP,"Food, beverages, and tobacco",0
TAP,Renting of M&Eq and other business activities,0
TAP,Public administration and defense; compulsory social security,0
TAP,Education,0
TAP,Health and social work,0
TAP,"Other community, social, and personal services (creative industry)",0
TAP,Private households with employed persons,1
TAP,Textiles and textile products,0
TAP,"Leather, leather products, and footwear",0
TAP,Wood and products of wood and cork,0
TAP,"Pulp, paper, paper products, printing, and publishing",0
TAP,"Coke, refined petroleum, and nuclear fuel",1
TAP,Chemicals and chemical products,1
THA,"Agriculture, hunting, forestry, and fishing",1
THA,Rubber and plastics,1
THA,Other nonmetallic minerals,1
THA,Basic metals and fabricated metal,1
THA,"Machinery, nec",0
THA,Electrical and optical equipment,0
THA,Transport equipment,1
THA,"Manufacturing, nec; recycling",1
THA,"Electricity, gas, and water supply",1
THA,Construction,0
THA,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
THA,Mining and quarrying,0
THA,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
THA,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
THA,Hotels and restaurants,1
THA,Inland transport,0
THA,Water transport,0
THA,Air transport,0
THA,Other supporting and auxiliary transport activities; activities of travel agencies,0
THA,Post and telecommunications,0
THA,Financial intermediation,0
THA,Real estate activities,0
THA,"Food, beverages, and tobacco",1
THA,Renting of M&Eq and other business activities,0
THA,Public administration and defense; compulsory social security,0
THA,Education,1
THA,Health and social work,0
THA,"Other community, social, and personal services (creative industry)",0
THA,Private households with employed persons,0
THA,Textiles and textile products,0
THA,"Leather, leather products, and footwear",1
THA,Wood and products of wood and cork,0
THA,"Pulp, paper, paper products, printing, and publishing",0
THA,"Coke, refined petroleum, and nuclear fuel",1
THA,Chemicals and chemical products,0
TUR,"Agriculture, hunting, forestry, and fishing",1
TUR,Rubber and plastics,1
TUR,Other nonmetallic minerals,1
TUR,Basic metals and fabricated metal,1
TUR,"Machinery, nec",1
TUR,Electrical and optical equipment,0
TUR,Transport equipment,1
TUR,"Manufacturing, nec; recycling",1
TUR,"Electricity, gas, and water supply",1
TUR,Construction,1
TUR,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
TUR,Mining and quarrying,0
TUR,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
TUR,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
TUR,Hotels and restaurants,1
TUR,Inland transport,1
TUR,Water transport,1
TUR,Air transport,1
TUR,Other supporting and auxiliary transport activities; activities of travel agencies,1
TUR,Post and telecommunications,0
TUR,Financial intermediation,0
TUR,Real estate activities,0
TUR,"Food, beverages, and tobacco",1
TUR,Renting of M&Eq and other business activities,0
TUR,Public administration and defense; compulsory social security,0
TUR,Education,1
TUR,Health and social work,0
TUR,"Other community, social, and personal services (creative industry)",0
TUR,Private households with employed persons,0
TUR,Textiles and textile products,1
TUR,"Leather, leather products, and footwear",0
TUR,Wood and products of wood and cork,0
TUR,"Pulp, paper, paper products, printing, and publishing",1
TUR,"Coke, refined petroleum, and nuclear fuel",0
TUR,Chemicals and chemical products,0
UAE,"Agriculture, hunting, forestry, and fishing",0
UAE,Rubber and plastics,0
UAE,Other nonmetallic minerals,1
UAE,Basic metals and fabricated metal,1
UAE,"Machinery, nec",0
UAE,Electrical and optical equipment,0
UAE,Transport equipment,0
UAE,"Manufacturing, nec; recycling",0
UAE,"Electricity, gas, and water supply",1
UAE,Construction,1
UAE,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
UAE,Mining and quarrying,1
UAE,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
UAE,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
UAE,Hotels and restaurants,1
UAE,Inland transport,0
UAE,Water transport,0
UAE,Air transport,1
UAE,Other supporting and auxiliary transport activities; activities of travel agencies,0
UAE,Post and telecommunications,0
UAE,Financial intermediation,1
UAE,Real estate activities,0
UAE,"Food, beverages, and tobacco",0
UAE,Renting of M&Eq and other business activities,0
UAE,Public administration and defense; compulsory social security,0
UAE,Education,0
UAE,Health and social work,0
UAE,"Other community, social, and personal services (creative industry)",0
UAE,Private households with employed persons,1
UAE,Textiles and textile products,0
UAE,"Leather, leather products, and footwear",0
UAE,Wood and products of wood and cork,0
UAE,"Pulp, paper, paper products, printing, and publishing",0
UAE,"Coke, refined petroleum, and nuclear fuel",1
UAE,Chemicals and chemical products,0
UKG,"Agriculture, hunting, forestry, and fishing",0
UKG,Rubber and plastics,0
UKG,Other nonmetallic minerals,0
UKG,Basic metals and fabricated metal,0
UKG,"Machinery, nec",0
UKG,Electrical and optical equipment,0
UKG,Transport equipment,0
UKG,"Manufacturing, nec; recycling",0
UKG,"Electricity, gas, and water supply",1
UKG,Construction,1
UKG,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
UKG,Mining and quarrying,0
UKG,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
UKG,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
UKG,Hotels and restaurants,1
UKG,Inland transport,0
UKG,Water transport,0
UKG,Air transport,0
UKG,Other supporting and auxiliary transport activities; activities of travel agencies,1
UKG,Post and telecommunications,1
UKG,Financial intermediation,1
UKG,Real estate activities,1
UKG,"Food, beverages, and tobacco",0
UKG,Renting of M&Eq and other business activities,1
UKG,Public administration and defense; compulsory social security,0
UKG,Education,1
UKG,Health and social work,1
UKG,"Other community, social, and personal services (creative industry)",1
UKG,Private households with employed persons,0
UKG,Textiles and textile products,0
UKG,"Leather, leather products, and footwear",0
UKG,Wood and products of wood and cork,0
UKG,"Pulp, paper, paper products, printing, and publishing",0
UKG,"Coke, refined petroleum, and nuclear fuel",0
UKG,Chemicals and chemical products,0
USA,"Agriculture, hunting, forestry, and fishing",0
USA,Rubber and plastics,0
USA,Other nonmetallic minerals,0
USA,Basic metals and fabricated metal,0
USA,"Machinery, nec",0
USA,Electrical and optical equipment,0
USA,Transport equipment,0
USA,"Manufacturing, nec; recycling",0
USA,"Electricity, gas, and water supply",0
USA,Construction,0
USA,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
USA,Mining and quarrying,0
USA,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
USA,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
USA,Hotels and restaurants,1
USA,Inland transport,0
USA,Water transport,0
USA,Air transport,1
USA,Other supporting and auxiliary transport activities; activities of travel agencies,0
USA,Post and telecommunications,0
USA,Financial intermediation,1
USA,Real estate activities,1
USA,"Food, beverages, and tobacco",0
USA,Renting of M&Eq and other business activities,1
USA,Public administration and defense; compulsory social security,1
USA,Education,0
USA,Health and social work,1
USA,"Other community, social, and personal services (creative industry)",1
USA,Private households with employed persons,0
USA,Textiles and textile products,0
USA,"Leather, leather products, and footwear",0
USA,Wood and products of wood and cork,0
USA,"Pulp, paper, paper products, printing, and publishing",0
USA,"Coke, refined petroleum, and nuclear fuel",0
USA,Chemicals and chemical products,0
UZB,"Agriculture, hunting, forestry, and fishing",1
UZB,Rubber and plastics,0
UZB,Other nonmetallic minerals,1
UZB,Basic metals and fabricated metal,1
UZB,"Machinery, nec",0
UZB,Electrical and optical equipment,0
UZB,Transport equipment,1
UZB,"Manufacturing, nec; recycling",0
UZB,"Electricity, gas, and water supply",0
UZB,Construction,1
UZB,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
UZB,Mining and quarrying,0
UZB,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
UZB,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
UZB,Hotels and restaurants,1
UZB,Inland transport,1
UZB,Water transport,0
UZB,Air transport,1
UZB,Other supporting and auxiliary transport activities; activities of travel agencies,0
UZB,Post and telecommunications,0
UZB,Financial intermediation,0
UZB,Real estate activities,0
UZB,"Food, beverages, and tobacco",1
UZB,Renting of M&Eq and other business activities,0
UZB,Public administration and defense; compulsory social security,0
UZB,Education,1
UZB,Health and social work,0
UZB,"Other community, social, and personal services (creative industry)",0
UZB,Private households with employed persons,0
UZB,Textiles and textile products,1
UZB,"Leather, leather products, and footwear",0
UZB,Wood and products of wood and cork,0
UZB,"Pulp, paper, paper products, printing, and publishing",0
UZB,"Coke, refined petroleum, and nuclear fuel",0
UZB,Chemicals and chemical products,0
VIE,"Agriculture, hunting, forestry, and fishing",1
VIE,Rubber and plastics,1
VIE,Other nonmetallic minerals,1
VIE,Basic metals and fabricated metal,1
VIE,"Machinery, nec",0
VIE,Electrical and optical equipment,1
VIE,Transport equipment,0
VIE,"Manufacturing, nec; recycling",1
VIE,"Electricity, gas, and water supply",0
VIE,Construction,1
VIE,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
VIE,Mining and quarrying,0
VIE,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
VIE,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
VIE,Hotels and restaurants,0
VIE,Inland transport,0
VIE,Water transport,0
VIE,Air transport,0
VIE,Other supporting and auxiliary transport activities; activities of travel agencies,1
VIE,Post and telecommunications,1
VIE,Financial intermediation,0
VIE,Real estate activities,0
VIE,"Food, beverages, and tobacco",1
VIE,Renting of M&Eq and other business activities,0
VIE,Public administration and defense; compulsory social security,0
VIE,Education,0
VIE,Health and social work,0
VIE,"Other community, social, and personal services (creative industry)",0
VIE,Private households with employed persons,0
VIE,Textiles and textile products,1
VIE,"Leather, leather products, and footwear",1
VIE,Wood and products of wood and cork,1
VIE,"Pulp, paper, paper products, printing, and publishing",1
VIE,"Coke, refined petroleum, and nuclear fuel",0
VIE,Chemicals and chemical products,0
